name,all_reviews,popular_tags,genre,original_price,discount_price
Tyranny,"Very Positive,(5,361),- 85% of the 5,361 user reviews for this game are positive.","RPG,Story Rich,Choices Matter,Isometric,Dark Fantasy,Adventure,CRPG,Singleplayer,Fantasy,Villain Protagonist,Real-Time with Pause,Character Customization,Atmospheric,Great Soundtrack,Turn-Based,Open World,Strategy,Party-Based RPG,Female Protagonist,Action","Adventure,RPG",$29.99,$14.99
House Cooking Bundle!,,,"Indie,Simulation,Casual",,$33.98
XCOM® 2,"Very Positive,(23,516),- 80% of the 23,516 user reviews for this game are positive.","Strategy,Turn-Based,Tactical,Turn-Based Strategy,Aliens,Sci-fi,Turn-Based Tactics,Character Customization,Singleplayer,Difficult,Multiplayer,Moddable,Futuristic,RPG,Action,Atmospheric,Perma Death,Great Soundtrack,Masterpiece,Co-op",Strategy,$59.99,$99.70
Elite Dangerous,"Mixed,(28,383),- 68% of the 28,383 user reviews for this game are positive.","Space Sim,Space,Open World,Exploration,Sci-fi,Simulation,Massively Multiplayer,Multiplayer,First-Person,Action,Sandbox,Adventure,Online Co-Op,Trading,VR,Singleplayer,RPG,Difficult,Strategy,TrackIR","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",$29.99,$320.94
Realm of the Mad God,"Very Positive,(28,359),- 83% of the 28,359 user reviews for this game are positive.","Free to Play,Massively Multiplayer,Pixel Graphics,RPG,Perma Death,Multiplayer,Bullet Hell,MMORPG,Action,2D,Rogue-like,Open World,Indie,Difficult,Adventure,Co-op,Survival,Retro,Strategy,Casual","Action,Free to Play,Indie,Massively Multiplayer,RPG",Free to Play,
Pillars of Eternity II: Deadfire,"Very Positive,(3,494),- 81% of the 3,494 user reviews for this game are positive.","RPG,Party-Based RPG,Isometric,Fantasy,Story Rich,Singleplayer,Character Customization,CRPG,Choices Matter,Open World,Real-Time with Pause,Adventure,Pirates,Turn-Based,Great Soundtrack,Nudity,Exploration,Atmospheric,Romance,Female Protagonist",RPG,$49.99,$80.98
Portal 2,"Overwhelmingly Positive,(104,354),- 98% of the 104,354 user reviews for this game are positive.","Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Action,Multiplayer,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space","Action,Adventure",$9.99,$14.98
Oxygen Not Included,"Very Positive,(17,415),- 93% of the 17,415 user reviews for this game are positive.","Early Access,Base Building,Survival,Resource Management,Building,Singleplayer,2D,Simulation,Management,Sandbox,Strategy,Space,Early Access,Indie,Sci-fi,Exploration,Open World,Adventure,Difficult,Space Sim","Indie,Simulation,Early Access",$24.99,$44.83
Jurassic World Evolution,"Mostly Positive,(13,041),- 70% of the 13,041 user reviews for this game are positive.","Dinosaurs,Building,Management,Simulation,Strategy,Singleplayer,Sandbox,City Builder,Sci-fi,Resource Management,Economy,Open World,Atmospheric,Violent,Action,Great Soundtrack,Survival,Casual,Multiplayer,Adventure","Simulation,Strategy",$44.99,$320.94
BeamNG.drive,"Very Positive,(13,523),- 89% of the 13,523 user reviews for this game are positive.","Early Access,Simulation,Driving,Physics,Destruction,Realistic,Racing,Open World,Sandbox,Moddable,Singleplayer,Early Access,First-Person,Funny,Third Person,Action,Multiplayer,Adventure,Casual,Free to Play","Racing,Simulation,Early Access",$24.99,
MORDHAU Supporter Bundle,,,"Action,Indie",,$39.88
DCS World Steam Edition,"Mostly Positive,(6,779),- 76% of the 6,779 user reviews for this game are positive.","Simulation,Flight,Free to Play,Military,Multiplayer,Realistic,War,Open World,Action,Singleplayer,Shooter,TrackIR,Co-op,VR,Sandbox,Tanks,First-Person,Strategy,FPS,Massively Multiplayer","Free to Play,Simulation",Free,
Blaster Master Zero,"Positive,(28),- 100% of the 28 user reviews for this game are positive.","Action,Pixel Graphics,Platformer,Retro,Metroidvania,Anime,2D",Action,$9.99,$8.99
Forager,"Very Positive,(3,375),- 87% of the 3,375 user reviews for this game are positive.","Survival,Crafting,Pixel Graphics,Indie,Adventure,2D,Sandbox,Singleplayer,Base Building,Building,Resource Management,Open World,Exploration,Casual,RPG,Agriculture,Clicker,Action,Simulation,Multiplayer","Action,Adventure,Indie,Simulation",$19.99,
The Jackbox Party Pack 3,"Very Positive,(710),- 94% of the 710 user reviews for this game are positive.","Local Multiplayer,Funny,Casual,Multiplayer,Board Game,Comedy,Family Friendly,Indie,Strategy,Co-op,Horror","Casual,Indie,Strategy",$24.99,$98.75
Wolfenstein: The Two Pack,,,Action,$29.99,$14.99
Albion Online,"Mixed,(4,745),- 54% of the 4,745 user reviews for this game are positive.","Massively Multiplayer,MMORPG,Free to Play,Open World,Crafting,Sandbox,RPG,PvP,Multiplayer,PvE,Survival,Medieval,Economy,Loot,Fantasy,Difficult,Strategy,Action,Singleplayer,Indie","Free to Play,Massively Multiplayer,RPG",Free to Play,
DARK SOULS™ II,"Very Positive,(21,539),- 87% of the 21,539 user reviews for this game are positive.","Masterpiece,RPG,Dark Fantasy,Difficult,Action RPG,Action,Unforgiving,Adventure,Exploration,Atmospheric,Co-op,Multiplayer,Fantasy,Epic,PvP,Third Person,Replay Value,Open World,Dark,Medieval","Action,RPG",$39.99,$9.99
Total War™: ROME II - Emperor Edition,"Mostly Positive,(22,009),*,- 76% of the 22,009 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","Strategy,Turn-Based Strategy,Historical,Grand Strategy,Rome,Tactical,Multiplayer,War,Turn-Based,Real Time Tactics,RTS,Singleplayer,Online Co-Op,Turn-Based Tactics,Masterpiece,Simulation,Moddable,Co-op,Action,Atmospheric",Strategy,$59.95,
Car Mechanic Simulator 2018,"Mostly Positive,(11,388),- 76% of the 11,388 user reviews for this game are positive.","Simulation,Driving,Building,Realistic,Singleplayer,Racing,First-Person,Multiplayer,Crafting,Education,Open World,Sandbox,Moddable,Management,Physics,Strategy,Great Soundtrack,Memes,Co-op,Massively Multiplayer","Racing,Simulation",$19.99,$64.69
NieR:Automata™,"Very Positive,(32,562),- 82% of the 32,562 user reviews for this game are positive.","Great Soundtrack,Story Rich,Female Protagonist,Action,Hack and Slash,RPG,Open World,Anime,JRPG,Post-apocalyptic,Singleplayer,Robots,Atmospheric,Sci-fi,Spectacle fighter,Bullet Hell,Character Action Game,Adventure,Nudity,Violent","Action,RPG",$39.99,
Pavlov VR,"Very Positive,(3,435),- 89% of the 3,435 user reviews for this game are positive.","Early Access,VR,Action,Multiplayer,FPS,Shooter,Early Access,Violent,Gore,Indie,Military,Funny,First-Person,Memes,Competitive,Singleplayer","Action,Indie,Early Access",$9.99,
Left 4 Dead 2,"Overwhelmingly Positive,(156,890),- 96% of the 156,890 user reviews for this game are positive.","Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Replay Value,Local Co-Op,Tactical",Action,$9.99,$14.98
Yu-Gi-Oh! Duel Links,"Mostly Positive,(10,993),- 75% of the 10,993 user reviews for this game are positive.","Free to Play,Card Game,Anime,Multiplayer,Strategy,Trading Card Game,Singleplayer,Casual,Turn-Based,Competitive,RPG,Action,Great Soundtrack,Online Co-Op,Memes,Adventure,Simulation,Survival,Open World,MMORPG","Free to Play,Strategy",Free to Play,
Katana ZERO,"Overwhelmingly Positive,(4,028),- 97% of the 4,028 user reviews for this game are positive.","Action,Pixel Graphics,Great Soundtrack,Cyberpunk,Indie,Story Rich,Violent,2D,Gore,Hack and Slash,Singleplayer,Time Manipulation,Difficult,Platformer,Retro,Fast-Paced,Ninja,Noir,Sci-fi,Metroidvania","Action,Indie",$14.99,
Darkest Dungeon®,"Very Positive,(42,821),- 85% of the 42,821 user reviews for this game are positive.","Turn-Based Combat,Dark Fantasy,Dungeon Crawler,RPG,Rogue-like,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Atmospheric,Strategy,Dark,Indie,2D,Horror,Rogue-lite,Gothic,Fantasy,Kickstarter","Indie,RPG,Strategy",$24.99,$48.55
Vampire: The Masquerade - Bloodlines,"Very Positive,(5,844),- 93% of the 5,844 user reviews for this game are positive.","RPG,Vampire,Cult Classic,Masterpiece,Singleplayer,Supernatural,Action,Horror,Dark,Atmospheric,Classic,Story Rich,Action RPG,Great Soundtrack,First-Person,Gothic,Female Protagonist,Third Person,Adventure,Stealth",Action,1.020,$906.48
Wreckfest,"Mostly Positive,(9,124),- 77% of the 9,124 user reviews for this game are positive.","Racing,Destruction,Simulation,Driving,Physics,Multiplayer,Action,Indie,Sports,Singleplayer,Early Access,Realistic,Funny,Arcade,Sandbox,Masterpiece,Third Person,Open World,Co-op,Atmospheric","Action,Indie,Racing,Simulation,Sports",$44.99,
SUPERHOT VR,"Very Positive,(2,100),- 88% of the 2,100 user reviews for this game are positive.","VR,Action,Indie,Shooter,Bullet Time,FPS,First-Person,Time Manipulation,Singleplayer","Action,Indie",$24.99,$169.92
Conqueror's Blade,"Mixed,(2,029),- 46% of the 2,029 user reviews for this game are positive.","Action,Strategy,Massively Multiplayer,Open World,Medieval,Strategy RPG,Free to Play,War,Multiplayer","Action,Free to Play,Massively Multiplayer,Strategy",Free To Play,
Kenshi,"Very Positive,(10,227),- 88% of the 10,227 user reviews for this game are positive.","Open World,Sandbox,RPG,Survival,Strategy,Crafting,Building,Post-apocalyptic,City Builder,Singleplayer,Indie,Base Building,Simulation,Management,Adventure,RTS,Ninja,Early Access,Steampunk,Alternate History","Action,Indie,RPG,Simulation,Strategy",$29.99,
RESIDENT EVIL 2 / BIOHAZARD RE:2,"Overwhelmingly Positive,(14,492),- 95% of the 14,492 user reviews for this game are positive.","Zombies,Survival Horror,Horror,Remake,Singleplayer,Gore,Third Person,Atmospheric,Classic,Violent,Puzzle,Survival,Story Rich,Action,Dark,Female Protagonist,Adventure,Difficult,Multiplayer,Shooter",Action,$59.99,$14.93
HITMAN™ 2,"Very Positive,(4,357),- 86% of the 4,357 user reviews for this game are positive.","Stealth,Assassin,Action,Singleplayer,Third Person,Violent,Multiplayer,Sandbox,Open World,Strategy,Gore,Atmospheric,Puzzle,Co-op,Third-Person Shooter,Funny,Online Co-Op,Great Soundtrack,Shooter,Nudity",Action,$11.99,
Minion Masters,"Very Positive,(20,699),- 90% of the 20,699 user reviews for this game are positive.","Free to Play,Card Game,Strategy,Multiplayer,PvP,Competitive,Real-Time,Real Time Tactics,Indie,Action,Fantasy,Tower Defense,Trading Card Game,Top-Down,Blood,Singleplayer,Controller,Adventure,Strategy RPG,Early Access","Action,Free to Play,Indie,Strategy",Free To Play,$75.67
Crossout,"Mixed,(19,157),- 66% of the 19,157 user reviews for this game are positive.","Free to Play,Action,Multiplayer,Crafting,Building,Post-apocalyptic,Racing,Shooter,PvP,Destruction,Massively Multiplayer,Driving,Sandbox,Survival,Open World,PvE,Strategy,Gore,Adventure,Singleplayer","Action,Free to Play,Massively Multiplayer,Racing",Free To Play,
Kingdom Come: Deliverance Royal Edition,,,"Action,Adventure,RPG",$39.99,$29.99
The Sims™ 3,"Very Positive,(12,778),- 81% of the 12,778 user reviews for this game are positive.","Simulation,Character Customization,Sandbox,Singleplayer,Building,Casual,Funny,Moddable,RPG,Family Friendly,Romance,Comedy,Adventure,Replay Value,Multiplayer,Nudity,Great Soundtrack,Strategy,Action,Female Protagonist",Simulation,$19.99,$49.56
Subnautica,"Very Positive,(87,871),- 94% of the 87,871 user reviews for this game are positive.","Survival,Open World,Exploration,Underwater,Crafting,Base Building,Singleplayer,First-Person,Adventure,Horror,Sci-fi,Sandbox,Aliens,Atmospheric,Early Access,Action,Indie,Survival Horror,VR,Multiplayer","Adventure,Indie",$24.99,$44.98
Wallpaper Engine,"Overwhelmingly Positive,(63,223),- 96% of the 63,223 user reviews for this software are positive.","Utilities,Software,Design & Illustration,Animation & Modeling,Anime,Sexual Content,Early Access,3D Vision,Memes,Mature,Funny,Cute,Sandbox,FPS,Casual,Singleplayer,Music,Shooter,Indie,Action","Animation & Modeling,Design & Illustration,Utilities",$3.99,
Grim Dawn,"Very Positive,(24,456),- 90% of the 24,456 user reviews for this game are positive.","Action RPG,Dark Fantasy,Hack and Slash,RPG,Loot,Dungeon Crawler,Dark,Co-op,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Atmospheric,Isometric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded","Action,Adventure,Indie,RPG",$24.99,
Subnautica: Below Zero,"Very Positive,(4,663),- 89% of the 4,663 user reviews for this game are positive.","Early Access,Survival,Underwater,Open World,Singleplayer,Early Access,Exploration,Adventure,Base Building,Crafting,First-Person,Aliens,Sci-fi,Survival Horror,Horror,Sandbox,Atmospheric,Story Rich,Indie,Great Soundtrack","Adventure,Indie,Early Access",$19.99,$44.98
7 Days to Die,"Mostly Positive,(55,096),- 77% of the 55,096 user reviews for this game are positive.","Early Access,Survival,Zombies,Open World,Crafting,Multiplayer,Sandbox,Building,Co-op,Survival Horror,Adventure,Action,Early Access,Horror,Online Co-Op,FPS,Singleplayer,RPG,Indie,Gore","Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",$24.99,
X-Plane 11,"Very Positive,(2,475),- 81% of the 2,475 user reviews for this game are positive.","Simulation,Flight,Realistic,Open World,Multiplayer,VR,Singleplayer,Physics,Sandbox,First-Person,Adventure,Atmospheric,Action,Free to Play,Third Person,Sexual Content",Simulation,$59.99,
Fallout: New Vegas,"Overwhelmingly Positive,(52,056),- 95% of the 52,056 user reviews for this game are positive.","Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,Exploration,First-Person,Action,Story Rich,Adventure,Sci-fi,FPS,Atmospheric,Western,Action RPG,Survival,Sandbox,Character Customization,Masterpiece,Shooter","Action,RPG",$9.99,
Surviving Mars,"Mostly Positive,(4,344),- 71% of the 4,344 user reviews for this game are positive.","City Builder,Strategy,Survival,Space,Mars,Base Building,Sci-fi,Simulation,Resource Management,Singleplayer,Building,Management,Space Sim,Futuristic,Sandbox,RTS,Multiplayer,Great Soundtrack,Open World,Co-op","Simulation,Strategy",$29.99,
Wolfenstein: The New Order,"Very Positive,(20,858),- 88% of the 20,858 user reviews for this game are positive.","FPS,Action,Masterpiece,Shooter,Alternate History,First-Person,Gore,Singleplayer,Atmospheric,World War II,Story Rich,Sci-fi,Stealth,Old School,Adventure,War,Great Soundtrack,Robots,Dystopian,Epic",Action,$19.99,$9.99
RAGE 2,"Mixed,(4,490),- 54% of the 4,490 user reviews for this game are positive.","Action,FPS,Open World,Post-apocalyptic,Gore,Singleplayer,Shooter,Violent,First-Person,Blood,Multiplayer,Funny,Exploration,Sci-fi,Adventure,Racing,Cyberpunk,Sandbox,Co-op,Nudity",Action,$59.99,
A Plague Tale: Innocence,"Very Positive,(2,526),- 94% of the 2,526 user reviews for this game are positive.","Story Rich,Adventure,Female Protagonist,Medieval,Stealth,Atmospheric,Singleplayer,Third Person,Violent,Action,Historical,Great Soundtrack,Dark,Horror,Survival,Puzzle,Dark Fantasy,Emotional,Post-apocalyptic,Walking Simulator","Action,Adventure",$44.99,
FOR HONOR™,"Mixed,(36,134),- 54% of the 36,134 user reviews for this game are positive.","Medieval,Action,Swordplay,Multiplayer,PvP,Third Person,Fighting,War,Co-op,Gore,Singleplayer,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich",Action,$14.99,
Cuphead,"Overwhelmingly Positive,(35,536),- 95% of the 35,536 user reviews for this game are positive.","Difficult,Cartoon,Great Soundtrack,Platformer,Co-op,Hand-drawn,2D,Local Co-Op,Indie,Retro,Cartoony,Action,Bullet Hell,Multiplayer,Shoot 'Em Up,Side Scroller,Colorful,Singleplayer,Funny,Atmospheric","Action,Indie",$19.99,$16.99
Europa Universalis IV,"Very Positive,(35,444),- 82% of the 35,444 user reviews for this game are positive.","Grand Strategy,Strategy,Historical,Simulation,Real-Time with Pause,Multiplayer,Sandbox,Military,Replay Value,Singleplayer,Diplomacy,Political,Education,Moddable,RTS,Medieval,Great Soundtrack,Open World,Co-op,4X","Simulation,Strategy",$39.99,$251.58
DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,"Very Positive,(2,704),- 91% of the 2,704 user reviews for this game are positive.","JRPG,RPG,Turn-Based Combat,Singleplayer,Fantasy,Story Rich,Anime,Turn-Based,Adventure,Great Soundtrack,Open World,Action,Colorful,Cartoony,Funny,Character Customization,Third Person,Dragons",RPG,$59.99,
Deathgarden™: BLOODHARVEST,"Mostly Positive,(2,617),- 79% of the 2,617 user reviews for this game are positive.","Early Access,Multiplayer,Action,Co-op,Survival,Shooter,Early Access,Violent,First-Person,Third Person,Horror,Parkour,PvP,Team-Based,Stealth,FPS,Survival Horror,Third-Person Shooter","Action,Early Access",$14.99,$24.48
Supraland,"Overwhelmingly Positive,(1,274),- 96% of the 1,274 user reviews for this game are positive.","Adventure,Puzzle,Exploration,First-Person,Metroidvania,Puzzle-Platformer,Action,Indie,Singleplayer,Open World,Multiplayer,Cute,Sandbox,FPS,Colorful,3D Platformer","Action,Adventure,Indie",$19.99,$14.99
Starbound,"Very Positive,(57,157),- 90% of the 57,157 user reviews for this game are positive.","Sandbox,Survival,Adventure,Space,Crafting,Indie,Multiplayer,Pixel Graphics,2D,Building,RPG,Exploration,Open World,Action,Sci-fi,Co-op,Platformer,Singleplayer,Atmospheric,Great Soundtrack","Action,Adventure,Casual,Indie,RPG",$14.99,$79.84
